datetime,stage
1967-10-23 00:00:00,5.53
1967-10-24 00:00:00,5.52
1967-10-25 00:00:00,5.51
1967-10-26 00:00:00,5.48
1967-10-27 00:00:00,5.46
1967-10-28 00:00:00,5.43
1967-10-29 00:00:00,5.42
1967-10-30 00:00:00,5.39
1967-10-31 00:00:00,5.37
1967-11-01 00:00:00,5.35
1967-11-02 00:00:00,5.32
1967-11-03 00:00:00,5.27
1967-11-04 00:00:00,5.25
1967-11-05 00:00:00,5.23
1967-11-06 00:00:00,5.23
1967-11-07 00:00:00,5.22
1967-11-08 00:00:00,5.21
1967-11-09 00:00:00,5.21
1967-11-10 00:00:00,5.2
1967-11-11 00:00:00,5.19
1967-11-12 00:00:00,5.17
1967-11-13 00:00:00,5.16
1967-11-14 00:00:00,5.14
1967-11-15 00:00:00,5.13
1967-11-16 00:00:00,5.11
1967-11-17 00:00:00,5.08
1967-11-18 00:00:00,5.07
1967-11-19 00:00:00,5.05
1967-11-20 00:00:00,5.02
1967-11-21 00:00:00,4.98
1967-11-22 00:00:00,4.95
1967-11-23 00:00:00,4.92
1967-11-24 00:00:00,4.88
1967-11-25 00:00:00,4.86
1967-11-26 00:00:00,4.83
1967-12-01 00:00:00,4.74
1967-12-02 00:00:00,4.6
1967-12-03 00:00:00,4.68
1967-12-04 00:00:00,4.68
1967-12-05 00:00:00,4.71
1967-12-06 00:00:00,4.69
1967-12-07 00:00:00,4.64
1967-12-08 00:00:00,4.58
1967-12-09 00:00:00,4.52
1967-12-10 00:00:00,4.49
1967-12-11 00:00:00,4.47
1967-12-12 00:00:00,4.44
1967-12-13 00:00:00,4.42
1967-12-14 00:00:00,4.41
1967-12-15 00:00:00,4.39
1967-12-16 00:00:00,4.37
1967-12-17 00:00:00,4.36
1967-12-18 00:00:00,4.35
1967-12-19 00:00:00,4.34
1967-12-20 00:00:00,4.33
1967-12-21 00:00:00,4.31
1967-12-22 00:00:00,4.3
1967-12-23 00:00:00,4.29
1967-12-24 00:00:00,4.28
1967-12-25 00:00:00,4.27
1967-12-26 00:00:00,4.26
1967-12-27 00:00:00,4.25
1967-12-28 00:00:00,4.24
1967-12-29 00:00:00,4.22
1967-12-30 00:00:00,4.2
1967-12-31 00:00:00,4.19
1968-03-11 00:00:00,3.65
1968-03-12 00:00:00,3.64
1968-03-13 00:00:00,3.63
1968-03-14 00:00:00,3.63
1968-03-15 00:00:00,3.64
1968-03-16 00:00:00,3.63
1968-03-17 00:00:00,3.63
1968-03-18 00:00:00,3.62
1968-03-19 00:00:00,3.61
1968-03-20 00:00:00,3.61
1968-03-21 00:00:00,3.6
1968-03-22 00:00:00,3.6
1968-03-23 00:00:00,3.59
1968-03-24 00:00:00,3.58
1968-03-25 00:00:00,3.58
1968-03-26 00:00:00,3.57
1968-03-27 00:00:00,3.57
1968-03-28 00:00:00,3.56
1968-03-29 00:00:00,3.56
1968-03-30 00:00:00,3.56
1968-03-31 00:00:00,3.56
1968-04-01 00:00:00,3.55
1968-04-02 00:00:00,3.55
1968-04-03 00:00:00,3.54
1968-04-04 00:00:00,3.53
1968-04-05 00:00:00,3.53
1968-04-06 00:00:00,3.53
1968-04-07 00:00:00,3.53
1968-04-08 00:00:00,3.53
1968-04-09 00:00:00,3.52
1968-04-10 00:00:00,3.52
1968-04-11 00:00:00,3.51
1968-04-12 00:00:00,3.51
1968-04-13 00:00:00,3.51
1968-04-14 00:00:00,3.57
1968-04-15 00:00:00,3.62
1968-04-16 00:00:00,3.65
1968-04-17 00:00:00,3.59
1968-04-18 00:00:00,3.55
1968-04-19 00:00:00,3.53
1968-04-20 00:00:00,3.53
1968-04-21 00:00:00,3.53
1968-04-22 00:00:00,3.52
1968-04-23 00:00:00,3.51
1968-04-24 00:00:00,3.5
1968-04-25 00:00:00,3.48
1968-04-26 00:00:00,3.52
1968-04-27 00:00:00,3.56
1968-04-28 00:00:00,3.58
1968-04-29 00:00:00,3.59
1968-04-30 00:00:00,3.61
1968-05-01 00:00:00,3.59
1968-05-02 00:00:00,3.57
1968-05-03 00:00:00,3.62
1968-05-04 00:00:00,3.71
1968-05-05 00:00:00,3.61
1968-05-06 00:00:00,3.76
1968-05-07 00:00:00,3.69
1968-05-08 00:00:00,3.63
1968-05-09 00:00:00,3.61
1968-05-10 00:00:00,3.58
1968-05-11 00:00:00,3.68
1968-05-12 00:00:00,3.65
1968-05-13 00:00:00,3.63
1968-05-14 00:00:00,3.63
1968-05-15 00:00:00,3.64
1968-05-16 00:00:00,3.65
1968-05-17 00:00:00,3.65
1968-05-18 00:00:00,3.64
1968-05-19 00:00:00,3.64
1968-05-20 00:00:00,3.62
1968-05-21 00:00:00,3.59
1968-05-22 00:00:00,3.56
1968-05-23 00:00:00,3.58
1968-05-24 00:00:00,3.6
1968-05-25 00:00:00,3.64
1968-05-26 00:00:00,3.65
1968-08-19 00:00:00,8.28
1968-08-20 00:00:00,7.89
1968-08-21 00:00:00,7.71
1968-08-22 00:00:00,7.45
1968-08-23 00:00:00,7.23
1968-08-24 00:00:00,7.05
1968-08-25 00:00:00,6.82
1968-08-26 00:00:00,6.54
1968-08-27 00:00:00,6.31
1968-08-28 00:00:00,6.11
1968-08-29 00:00:00,6.05
1968-08-30 00:00:00,5.94
1968-08-31 00:00:00,5.83
1968-09-01 00:00:00,5.75
1968-09-02 00:00:00,5.69
1968-09-03 00:00:00,5.78
1968-09-04 00:00:00,5.8
1968-09-05 00:00:00,6.38
1968-09-06 00:00:00,6.89
1968-09-07 00:00:00,9.08
1968-09-08 00:00:00,8.36
1968-09-09 00:00:00,8.32
1968-09-10 00:00:00,7.98
1968-09-11 00:00:00,7.31
1968-09-12 00:00:00,6.89
1968-09-13 00:00:00,6.64
1968-09-14 00:00:00,6.58
1968-09-15 00:00:00,6.52
1968-09-16 00:00:00,6.47
1968-09-17 00:00:00,6.41
1968-09-18 00:00:00,6.49
1968-09-19 00:00:00,6.76
1968-09-20 00:00:00,6.62
1968-09-21 00:00:00,6.54
1968-09-22 00:00:00,6.47
1968-09-23 00:00:00,6.45
1968-09-24 00:00:00,6.33
1968-09-25 00:00:00,6.24
1968-09-26 00:00:00,5.96
1968-09-27 00:00:00,5.81
1968-09-28 00:00:00,5.86
1968-09-29 00:00:00,5.79
1968-09-30 00:00:00,5.67
1968-10-01 00:00:00,5.59
1968-10-02 00:00:00,5.53
1968-10-03 00:00:00,5.58
1968-10-04 00:00:00,5.71
1968-10-05 00:00:00,5.79
1968-10-06 00:00:00,5.87
1968-10-07 00:00:00,5.82
1968-10-08 00:00:00,5.64
1968-10-09 00:00:00,5.48
1968-10-10 00:00:00,5.46
1968-10-11 00:00:00,5.43
1968-10-12 00:00:00,5.42
1968-10-13 00:00:00,5.37
1968-10-14 00:00:00,5.35
1968-10-15 00:00:00,5.31
1968-10-16 00:00:00,5.28
1968-10-17 00:00:00,5.25
1968-10-18 00:00:00,5.23
1968-10-19 00:00:00,4.99
1968-10-20 00:00:00,5.76
1968-10-21 00:00:00,5.71
1968-10-22 00:00:00,5.99
1968-10-23 00:00:00,6.66
1968-10-24 00:00:00,6.25
1968-10-25 00:00:00,6.23
1968-10-26 00:00:00,6.21
1968-10-27 00:00:00,6.16
1968-11-25 00:00:00,4.33
1968-11-26 00:00:00,4.31
1968-11-27 00:00:00,4.31
1968-11-28 00:00:00,4.29
