observation,datetime,prediction
5297.496067432939,2018-01-18,3320.8223
5448.073451687872,2018-01-19,3352.0115
5448.073451687872,2018-01-20,3403.1516
5542.748828393775,2018-01-21,3395.093
5561.735617539204,2018-01-22,3336.668
5448.073451687872,2018-01-23,3252.6697
5278.752659364907,2018-01-24,3129.8328
5055.213108780004,2018-01-25,3012.401
4999.730314741988,2018-01-26,2932.552
5110.857565557235,2018-01-27,2881.7140000000004
5148.043272037578,2018-01-28,2855.3435
5166.662854374839,2018-01-29,2870.6372
5203.955326084028,2018-01-30,2956.7998
4962.8320132481895,2018-01-31,3106.2627
4852.572986172234,2018-02-01,3266.8467
4889.253093339871,2018-02-02,3423.9636
4907.620533319895,2018-02-03,3565.5334
4907.620533319895,2018-02-04,3665.7922
4852.572986172234,2018-02-05,3710.7449
4815.966125564226,2018-02-06,3711.3994
4688.422727023699,2018-02-07,3673.3774
4652.1487468115,2018-02-08,3569.0889
4597.87795299526,2018-02-09,3353.0989
4561.791277017594,2018-02-10,3050.2048
4561.791277017594,2018-02-11,2752.5876
4400.338499492724,2018-02-12,2533.7742
4346.864743105279,2018-02-13,2398.5515
4293.564552411065,2018-02-14,2297.235
4258.128015802442,2018-02-15,2206.5525
4293.564552411065,2018-02-16,2130.5977
4275.83656658079,2018-02-17,2069.3206
4187.488925961046,2018-02-18,2022.5841
4205.1193546749355,2018-02-19,1992.3833
4187.488925961046,2018-02-20,1966.2545
4169.878124193724,2018-02-21,1923.824
4099.631968866844,2018-02-22,1875.9565
4099.631968866844,2018-02-23,1841.7437
4099.631968866844,2018-02-24,1818.0736
4012.270616360626,2018-02-25,1794.6067
3994.858260448223,2018-02-26,1770.7592
4047.155364581921,2018-02-27,1756.8346
3839.055057287947,2018-02-28,1760.6125
3873.535963559264,2018-03-01,1767.6732
3787.487151446469,2018-03-02,1764.9164
3719.018222817857,2018-03-03,1739.2323
3583.079470701233,2018-03-04,1719.9996
3616.938361070281,2018-03-05,1748.5977
3599.9983788708228,2018-03-06,1821.6392
3566.1816833311627,2018-03-07,1906.5604
3583.079470701233,2018-03-08,1973.7515
3684.908103980247,2018-03-09,1987.1627
3701.9527639575563,2018-03-10,1936.16
3719.018222817857,2018-03-11,1833.1515
3787.487151446467,2018-03-12,1745.7437
4012.270616360626,2018-03-13,1698.54
4012.270616360626,2018-03-14,1666.3876
3994.858260448223,2018-03-15,1622.0018
4047.155364581923,2018-03-16,1564.0162
4047.155364581921,2018-03-17,1544.7186
3821.845251590065,2018-03-18,1582.2385
3787.487151446469,2018-03-19,1738.6101
3753.211357564984,2018-03-20,2111.9463
3719.018222817857,2018-03-21,2285.7960000000007
3719.018222817857,2018-03-22,2142.8691
3719.018222817857,2018-03-23,1906.0979
3616.938361070281,2018-03-24,1764.0256
